original_text,translation_method,model1_name,model1_translation,model2_name,model2_translation,model3_name,model3_translation,model4_name,model4_translation
"Also, the University will strive to offer new programs in food science and health sciences.",neural_machine_translation,GPTSw3 - 6.7B,"Eisini, fróðskaparsetrið fer at stremba eftir at bjóða nýggj skeið í matvøruvísindum og heilsuvísindum.",Claude,Eisini fer Universiteti at royna at bjóða nýggj útbúgvingarskrá í matvøruvísindi og heilsuvísindum.,NLLB 1.3,Eisini fer Fróðskaparsetrið at leggja seg eftir at bjóða nýggjar útbúgvingar í matvørulæru og heilsulæru.,Llama 3.1 - 8B,"Sæð eisini, fer universitetið at stremba eftir at bjóða nýggjar skeið í matvøru vísindum og heilsu vísindum."
Access to student housing is pivotal for both domestic and international students.,neural_machine_translation,GPTSw3 - 6.7B,Atgongd til studentagarðar er alneyðug fyri bæði innlendis og altjóða lesandi.,Claude,Atgongd til lesandabústaðir er avgerandi fyri bæði heimligar og útlendskar lesandi.,NLLB 1.3,Atgongdin til lestrarbústaðir er avgerandi fyri bæði innlendskar og útlendskar lesandi.,Llama 3.1 - 8B,Atgongd til studentabústaðir er avgerandi fyri bæði innbúgvi og altjóðaðar næmingar.
International activities at the University of the Faroe Islands have increased,neural_machine_translation,GPTSw3 - 6.7B,Altjóða virksemi á Fróðskaparsetrinum í Føroyum er økt.,Claude,Altjóða virksemi á Fróðskaparsetri Føroya er økt.,NLLB 1.3,Altjóða virksemið á Fróðskaparsetrinum er vaksið,Llama 3.1 - 8B,Altjóðað virksemið á Fróðskaparsetrinum í Førium er økt.
More offers for lifelong learning and greater flexibility for those who need it,neural_machine_translation,GPTSw3 - 6.7B,"Fleiri tilboð um lívlanga læru og størri smidleika hjá teimum, sum tørva tað.",Claude,"Fleiri tilboð um lívlong læring og størri smidleiki fyri tey, sum hava tørv á tí",NLLB 1.3,"Fleiri tilboð til lívlanga læru og størri smidleiki til tey, sum hava tørv á tí",Llama 3.1 - 8B,"Fleiri tilboð um lívslangt lærdóm og størri smidni fyri teimum, sum hava tørv á tí."
"The University should increasingly offer individual courses, which can be the first step towards earning a degree.",neural_machine_translation,GPTSw3 - 6.7B,"Fróðskaparsetrið átti í størri mun at bjóða einstakar skeið, sum kunnu vera fyrsta stigið til at fáa prógv.",Claude,"Universiteti eigur í størri mun at bjóða einstøk skeið, sum kunnu vera fyrsta stigið móti eini útbúgving.",NLLB 1.3,"Fróðskaparsetrið eigur í alsamt størri mun at bjóða út einstakar útbúgvingar, sum kunnu vera fyrsta stigið til at vinna sær prógv.",Llama 3.1 - 8B,"Fróðskaparseturin skuldi økt um at bjóða skeið, sum kunnu vera fyrsta stigið til at fáa prógv."
All master’s programs should be offered both as full-time and part-time studies.,neural_machine_translation,GPTSw3 - 6.7B,Allar masternsleiðir eiga at verða bjóðaðar bæði sum full- og parttíðar lestur.,Claude,Øll masterútbúgvingarskipanir eiga at verða bjóðaðar bæði sum fulltíðar- og parttíðarlestur.,NLLB 1.3,Øll masterútbúgvingar eiga at verða bjóðaðar bæði sum fulltíðar og parttíðarútbúgvingar.,Llama 3.1 - 8B,Allar doktarafrøði skulu vera bjóðaðar bæði sum fulltíðar og parttíðar lesnaður.
"Certain bachelor’s degree programs are to be offered as both full-time and part-time studies, e.g., in social education.",neural_machine_translation,GPTSw3 - 6.7B,"Summir bachelornsútbúgvingar verða bjóðaðar bæði sum full- og parttíðar lestur, t.d. í sosialari útbúgving.",Claude,"Ávís bachelorútbúgvingarskipanir skulu bjóðast út sum bæði fulltíðar- og parttíðarlestur, t.d. innan sosialpedagogikk.",NLLB 1.3,"Ávísir bachelorútbúgvingar verða bjóðaðar sum bæði fulltíðar- og parttíðarútbúgvingar, til dømis í sosiala undirvísing.",Llama 3.1 - 8B,"Ávísar prógvsskeið í bachelorsstigum verða bjóðaði bæði fulltíðar og parttíðar lesnað, t.d. í sosialum útbúgving."
Opportunities for offering courses across educational programmes - and relevant international collaboration - should be fostered.,neural_machine_translation,GPTSw3 - 6.7B,Møguleikar at bjóða skeið yvir alt lærugreinina - og viðkomandi altjóða samstarv - skuldu verið styrktir.,Claude,Møguleikar fyri at bjóða skeið tvørtur um útbúgvingarskipanir - og viðkomandi altjóða samstarv - eiga at verða stuðlaðir.,NLLB 1.3,Møguleikar fyri at bjóða útbúgvingar tvørtur um útbúgvingar - og viðkomandi altjóða samstarv - eiga at verða fremd.,Llama 3.1 - 8B,Møguleikar fyri at bjóða skeið tvørtur um útbúgvingarætlanirnar og viðkomandi altjóða samstarv skulu stuðlast.
"The University of the Faroe Islands has a new main campus building, and the development of the campus continues",neural_machine_translation,GPTSw3 - 6.7B,"Fróðskaparsetrið á Fámjinsvegi hevur eina nýggja høvuðsskrivstovu, og útbyggingin av skrivstovuni heldur fram.",Claude,"Fróðskaparsetur Føroya hevur eina nýggja høvuðsbygning, og menningin av lærustovninum heldur fram.",NLLB 1.3,"Fróðskaparsetrið hevur nýggjan høvuðsdeildarbygning, og menningin av deildini heldur fram",Llama 3.1 - 8B,"The University of the Faroe Islands hevur ein nýggjan høvuðsbygning á universitetinum, og menningin á universitetinum heldur áfram."
The main campus building for the University is expected to be ready in.,neural_machine_translation,GPTSw3 - 6.7B,"Tað er væntað, at høvuðsskrivstovan á fróðskaparsetrinum verður liðug í.",Claude,Høvuðsbygningur universitetsins væntast at vera klárur í.,NLLB 1.3,Høvuðsbygningurin til Fróðskaparsetrið verður væntandi klárur.,Llama 3.1 - 8B,Høvuðsbygningurin á universitetinum verður væntandi liðugur í.
The renovation of Frælsið is well underway and followed by the next phases of the campus plan.,neural_machine_translation,GPTSw3 - 6.7B,Umvælingin av Frælsið er væl ávegis og fylgir síðani við í tilgongdini av universitetsøkinum.,Claude,Umbyggingin av Frælsinum er væl í gongd og verður fylgd av næstu stigum í kampusætlanini.,NLLB 1.3,Umvælingin av Frælsinum er komin væl áleiðis og fylgd av næstu fasum í kampusætlanini.,Llama 3.1 - 8B,"Umvælingin av Frælsið er væl á veg, og verður fylgd av næstu lestrunum í skúlagarðarætlanini."
It is important that the University offers students and staff attractive conditions for academic activities with,neural_machine_translation,GPTSw3 - 6.7B,"Tað er týdningarmikið, at fróðskaparsetrið bjóðar lesandi og starvsfólki hugtakandi treytir fyri akademiskum virksemi við",Claude,"Tað er týdningarmikið, at Universiteti bjóðar lesandi og starvsfólki góðar umstøður til akademiskar virksemdir við",NLLB 1.3,"Tað er týdningarmikið, at Fróðskaparsetrið bjóðar næmingum og starvsfólkum áhugaverdar umstøður fyri fakligum virksemi við",Llama 3.1 - 8B,"Tað er týdningarmikið, at universitetið veitir næmingum og starvsfólkum hugaligar treytir til akademiskar virksemi við"
"competitive campus facilities and amenities, suitable student housing, childcare, study support, and guidance.",neural_machine_translation,GPTSw3 - 6.7B,"samkeppnishæddar útbúgvingarstøðir og hentleikar, hóskandi studentagarðar, barnagarðar, lestrarhjálp og vegleiðing.",Claude,"kappingarførar hentleikar og tænastur á lærustovninum, hóskandi lestraríbúðir, barnaansing, lestrarvegleiðing og ráðgeving.",NLLB 1.3,"kappingarføst høli og hentleikar, hóskandi næmingahús, barnaansing, lestrarstuðul og vegleiðing.",Llama 3.1 - 8B,"kappingarhøvuðsliður við góðum tilhaldum og hentum bústaði til næmingar, barnaansing, stuðul við lesnaði og vegleiðing."
The University of the Faroe Islands has a strong and professional administration that can support strategic initiatives,neural_machine_translation,GPTSw3 - 6.7B,"Fróðskaparsetrið á Fjóni hevur eina sterka og fagra fyrisiting, sum kann stuðla strategiskum verkætlanum.",Claude,"Fróðskaparsetur Føroya hevur eina sterka og professionella umsiting, sum kann stuðla strategiskum átøkum.",NLLB 1.3,"Fróðskaparsetrið hevur eina sterka og professionella umsiting, sum kann stuðla strategiskum átøkum",Llama 3.1 - 8B,"Á Fróðskaparsetrinum í Førium er ein sterk og serkøn fyrisiting, sum kann stuðla strategiskum ástøðum."
The University of the Faroe Islands has worked deliberately towards developing the administration.,neural_machine_translation,GPTSw3 - 6.7B,Fróðskaparsetrið á Fjóni hevur arbeitt viðvite eftir at menna fyrisitingina.,Claude,Fróðskaparsetur Føroya hevur miðvíst arbeitt fyri at menna umsitingina.,NLLB 1.3,Fróðskaparsetrið hevur miðvíst arbeitt fram ímóti at menna fyrisitingina.,Llama 3.1 - 8B,Fróðskaparsetrið í Førium hevur arbeitt við viljað at menna fyrisitingina.
"The IT-infrastructure at the University should be developed so that it fully supports research, teaching and administration.",neural_machine_translation,GPTSw3 - 6.7B,"Teldutænasturnar á fróðskaparsetrinum eiga at verða mentar soleiðis, at tær stuðla fult undir gransking, undirvísing og fyrisiting.",Claude,"IT-undirstøðukervið á Universitetinum eigur at verða ment soleiðis, at tað fullkomiliga stuðlar gransking, undirvísing og umsiting.",NLLB 1.3,"KT-infrakervið á Fróðskaparsetrinum eigur at verða ment soleiðis, at tað til fulnar stuðlar gransking, undirvísing og fyrisiting.",Llama 3.1 - 8B,"IT-infrastrøkini á universitetinum skuldu verið ment, so at tey fullkomiliga stuðla gransking, undirvísing og fyrisiting."
The University of the Faroe Islands has a good reputation and can attract qualified staff,neural_machine_translation,GPTSw3 - 6.7B,Fróðskaparsetrið á Fjóni hevur gott orð á sær og kann draga til sín dugnaligar starvsfólk.,Claude,Fróðskaparsetur Føroya hevur gott umdømi og kann draga at sær væl skikkaðar starvsfólk.,NLLB 1.3,Fróðskaparsetrið hevur gott orð á sær og kann lofta skikkaðum starvsfólkum,Llama 3.1 - 8B,Fróðskaparsetrið á Føri í heim kunnar at lokka væl skúlaðar starvsfólk.
A prerequisite for the continued development of the University is that we can attract and retain the best staff (both Faroese and foreigners).,neural_machine_translation,GPTSw3 - 6.7B,"Ein treyt fyri framhaldandi menning á fróðskaparsetrinum er, at vit kunnu lokka og halda á bestu starvsfólkunum (bæði teimum, ið eru fødd í Føroyum og teimum, ið eru ættað úr øðrum londum).",Claude,"Ein fortreyt fyri framhaldandi menningini av Universitetinum er, at vit kunnu draga at okkum og varðveita besta starvsfólkið (bæði føroyingar og útlendingar).",NLLB 1.3,"Ein fyritreyt fyri framhaldandi menning av Fróðskaparsetrinum er, at vit kunnu draga og varðveita tey bestu starvsfólkini (bæði føroyingar og útlendingar).",Llama 3.1 - 8B,"Ein fyrihjárættindi fyri framhaldandi menningina á universitetinum, er at vit kunnu lokka og varðveita tey bestu starvsfólkini (bæði úr Fároyum og úr útlondum)."
"We must work systematically with the branding of the University, so we are seen as an attractive place to work and study.",neural_machine_translation,GPTSw3 - 6.7B,"Vit mugu arbeiða skipað við merkingini av fróðskaparsetrinum, so vit síggjast sum eitt dragandi stað at arbeiða og lesa.",Claude,"Vit mugu arbeiða skipanarliga við brandingini av Universitetinum, so vit verða sæddir sum eitt áhugavert stað at arbeiða og lesa.",NLLB 1.3,"Vit mugu arbeiða miðvíst við at brenna Fróðskaparsetrið, so vit verða sædd sum eitt attraktivt stað at arbeiða og lesa.",Llama 3.1 - 8B,"Vit mugu arbeiða væl skipað við merkjanum hjá universitetinum, so vit verða sædd sum eitt dragandi stað at arbeiða og lesa."
"Henning Larsen, the Faroe Islands and Klaksvik Rowing Club have been nominated for the Nordic Council Environment Prize 2024.",neural_machine_translation,GPTSw3 - 6.7B,"Henning Larsen, Færeyjar og Klaksvik rógvarafelag eru tilnevnd til Norðurlendsku Umhvørvisvirðislønina 2024.",Claude,"Henning Larsen, Føroyar og Klaksvíkar Róðrarfelag eru tilnevnd til Umhvørvisvirðisløn Norðurlandaráðsins 2024.",NLLB 1.3,"Henning Larsen, Føroyar og Klaksvik Róðrarfelag eru innstillað til umhvørvisvirðislønina hjá Norðurlandaráðnum 2024.",Llama 3.1 - 8B,"Henning Larsen, Føroyar og Klaksvikar rógvarafelag eru tilnevnd til Nordic Council Environment Prize 2024."
Klaksvíkar Róðrarfelag (Klaksvik Rowing Club) caters for all ages.,neural_machine_translation,GPTSw3 - 6.7B,Klaksvikar Róðrarfelag (Klaksvik Rowing Club) tekur ímóti øllum aldrum.,Claude,Klaksvíkar Róðrarfelag er fyri øll aldursbólkar.,NLLB 1.3,Klaksvíkar Róðrarfelag (Klaksvik Rowing Club) tekur sær av øllum aldursbólkum.,Llama 3.1 - 8B,Klaksvíkar Róðrarfelag (Klaksvik Rowing Club) tekur ímóti øllum aldrum.
"The building is a rethink of traditional Faroese boathouses, with wooden façades and big windows, where indoor and outdoor space merge.",neural_machine_translation,GPTSw3 - 6.7B,"Bygningurin er ein umhugsing av siðbundnum bátahúsum, við viðvaksnum fasadum og stórum vindeygum, har innandura og útandura rúmast í einum.",Claude,"Bygnaðurin er ein nýhugsanin av vanligum føroyskum neystum, við træklæddum útsíðum og stórum vindeygum, har innandura og uttandura rúm renna saman.",NLLB 1.3,"Bygningurin er ein endurhugsan av siðbundnum føroyskum bátahúsum, við træsjónum og stórum vindeygum, har innandura og uttandura rúm fløkjast saman.",Llama 3.1 - 8B,"Bygningurin er ein nýggj hugmynd um siðbundin faroiskar báthús, við trægólvum og stórum vindeygum, har innandura og útandura blanda seg."
It is made of maintenance-free materials and has a grass roof for natural insulation.,neural_machine_translation,GPTSw3 - 6.7B,Tað er gjørt úr viðhaldsfríum tilfari og hevur grastak fyri at fáa ein natúrligan íverustuðul.,Claude,Tað er gjørt úr viðlíkahaldsfríum tilfari og hevur eitt grastak til náttúrliga einangran.,NLLB 1.3,Tað er gjørt úr viðlíkahaldsfríum tilfari og hevur grastak til natúrliga bjálving.,Llama 3.1 - 8B,"Tað er gjørt úr haldskostnaðarleysum tilfari og hevur grøsken takið, sum er til nátúrligan ísolasjon."
The project for Klaksvík Rowing Club protects nature and promotes the Faroese cultural heritage.,neural_machine_translation,GPTSw3 - 6.7B,Projektið hjá Klaksvík Róðrarfelag verjir náttúruna og stuðlar upp undir føroyska mentanararvin.,Claude,Verkætlanin fyri Klaksvíkar Róðrarfelag varðveitir náttúruna og fremur føroyska mentanararvin.,NLLB 1.3,Verkætlanin fyri Klaksvíkar Róðrarsamband verjir náttúruna og fremur føroyska mentanararvin.,Llama 3.1 - 8B,Verkætlanin fyri Klaksvík Rowing Club verjir náttúru og fremur tað mentanarliga arðfevnini í Fariu.
"The nomination process for the award is open, so anyone can submit names.",neural_machine_translation,GPTSw3 - 6.7B,"Valferlið til virðislønina er opið, so øll kunnu senda inn nøvn.",Claude,"Tilnevningarmannagongdin til virðislønina er opin, so øll kunnu senda inn nøvn.",NLLB 1.3,"Uppstillingartilgongdin til virðislønina er opin, so ein og hvør kann senda inn nøvn.",Llama 3.1 - 8B,"Nominatións tilgongdin til virðislønina er opin, so ein og hvør kann senda navn."
Not only does this give us the opportunity to lead the development of responsible AI but also a duty to do so.,neural_machine_translation,GPTSw3 - 6.7B,"Hetta gevur okkum ikki bara møguleikan at leiða menningina av ábyrgdarfullari AI, men eisini eina skyldu at gera tað.",Claude,"Hetta gevur okkum ikki bert møguleikan at leiða menningina av ábyrgdarfullari KI, men eisini eina skyldu at gera tað.",NLLB 1.3,Hetta gevur okkum ikki bara møguleika at standa á odda fyri menningini av ábyrgdarfullari alskari men eisini skyldu til tað.,Llama 3.1 - 8B,"Hetta gevur okkum ikki bara møguleikan at leiða menið av álvarsligari AI, men eisini skyldu at gera tað."
"Less than a year ago, the Nordic prime ministers signed the declaration on Nordic digital resilience.",neural_machine_translation,GPTSw3 - 6.7B,Fyri minni enn einum ári síðani undirskrivaðu norðlendsku forsætisráðharrarnir fráboðanina um norðlendska netmegi.,Claude,Minni enn eitt ár síðani skrivaðu norðurlendsku forsætisráðharrarnir undir yvirlýsingina um norðurlendska talgilda mótstøðuføri.,NLLB 1.3,Fyri minni enn einum ári síðani skrivaðu norðurlendsku forsætisráðharrarnir undir yvirlýsingina um norðurlendska talgilda mótstøðuføri.,Llama 3.1 - 8B,Færri enn eitt ár síðani undirskrivaðu norðurlendsku forsætisráðharrarnir frágreiðingina um norðurlendska teldutrygd.
Co-operation across borders and sectors is crucial in harnessing this potential.,neural_machine_translation,GPTSw3 - 6.7B,Samstarv tvørtur um mark og øki er alneyðugt fyri at gagnnýta hetta møguleika.,Claude,Samstarv tvørtur um landamørk og geirar er avgerandi fyri at troyta hetta tilfeingið.,NLLB 1.3,Samstarv tvørtur um landamørk og vinnugreinir er avgerandi fyri at gagnnýta hendan møguleikan.,Llama 3.1 - 8B,Samstarv tvørtur um mark og vinnu er avgerandi fyri at fáa henda møguleikan at virka.
"While AI has enormous potential, there are also significant challenges, such as access to talent and expertise.",neural_machine_translation,GPTSw3 - 6.7B,"Meðan AI hevur ómetaliga møguleika, eru eisini týdningarmiklar avbjóðingar, so sum atgongd til evni og serfrøði.",Claude,"Meðan kunstig intelligens hevur stórar møguleikar, eru eisini týðandi avbjóðingar, so sum atgongd til talent og servitan.",NLLB 1.3,"Meðan KL hevur ómetaliga stórar møguleikar, eru eisini týðandi avbjóðingar, so sum atgongd til talent og serkunnleika.",Llama 3.1 - 8B,"Meðan telduheimsniðgóðskapur hevur ómetaliga stóran møguleika, er tað eisini álvarsligt at fáa atgongd til evni og evni."
"Even now we’re experiencing a shortage of specialists in AI, and the need for advanced data knowledge is greater than ever.",neural_machine_translation,GPTSw3 - 6.7B,"Sjálvt nú uppliva vit ein skort á serfrøðingum í AI, og tørvurin á víðfevnandi dátafrøði er størri enn nakrantíð.",Claude,"Enntá nú uppliva vit eina skort av serfrøðingum í KG, og tørvurin á framkomnum datakunnleika er størri enn nakrantíð.",NLLB 1.3,"Sjálvt nú hava vit ein trot á serfrøðingum í AI, og tørvurin á framkomnari dátukunnleika er størri enn nakrantíð.",Llama 3.1 - 8B,"Sjálvt nú uppliva vit ein trot á fáum serkødum í AI, og tørvurin á víðfevnandi dátukunnleika er størri enn nakrantíð."
Another critical factor is data.,neural_machine_translation,GPTSw3 - 6.7B,Ein annar týdningarmikil faktorur er upplýsingar.,Claude,Ein annar avgerandi táttur er dáta.,NLLB 1.3,Ein annar avgerandi faktorur eru dátur.,Llama 3.1 - 8B,Ein annar týðandi fyri neyðini er dátur.
The new EU legislation for AI already imposes strict regulatory requirements.,neural_machine_translation,GPTSw3 - 6.7B,Nýggi EU lógin um AI leggur longu strangar fyriskipanir á.,Claude,Nýggja ES-lóggávan fyri KG setur longu strongar regulatoriskar krøv.,NLLB 1.3,Nýggja ES lóggávan fyri AI setur longu herd reglulig krøv.,Llama 3.1 - 8B,Nýggja EU-lógin um alis longu setur strangar stýrslagsevnir.
That’s why it’s important that the implementation in the Nordic Region is harmonised while avoiding overregulation that could stifle innovation.,neural_machine_translation,GPTSw3 - 6.7B,"Hatta er orsøkin til, at tað er týdningarmikið, at verkætlanin í Norðuramerika er samstemmd, meðan vit sleppa undan ov nógvum fyriskipan, sum kann steðga nýskapan.",Claude,"Tí er tað týdningarmikið, at íverksetanin í Norðurlondum verður samskipað, samstundis sum vit sleppa undan ov nógvari regulering, sum kundi kvalt nýskapan.",NLLB 1.3,"Tí er tað týdningarmikið, at framtøkan í Norðurlondum verður harmoniserað, samstundis sum sleppast kann undan yvirregulering, sum kann køva nýskapanina.",Llama 3.1 - 8B,"Tað er tí, at tað er týdningarmikið, at framsetingin í Norðurlondum er samløgd, ímeðan tað ikki verður yvirreglað, sum kann køva nýskapan."
"AI can succeed only if it’s responsible and transparent, which means we must have robust and democratic frameworks in place.",neural_machine_translation,GPTSw3 - 6.7B,"AI kann bara eydnast, um tað ikki er ábyrgdarleyst og gjøgnumskygið, tað merkir, at vit mugu hava sterkar og fólkaræðisligar mannagongdir.",Claude,"AI kann einans eydnast, um tað er ábyrgdarfult og gjøgnumskygt, sum merkir, at vit mugu hava sterkar og fólkaræðisligar karmar uppá pláss.",NLLB 1.3,"KI kann bara eydnast, um tað er ábyrgdarfult og gjøgnumskygt, og tað merkir, at vit mugu hava haldgóðar og demokratiskar karmar í staðin.",Llama 3.1 - 8B,"AI kann bara eydnast, um tað hevur ábyrgd og er transparent, tað merkir, at vit hava sterkar og fólkaræðarligar skipanir í lagi."
What the outcome will be remains to be seen.,neural_machine_translation,GPTSw3 - 6.7B,"Hvat úrslitið verður, er framvegis óvist.",Claude,"Hvat úrslitið verður, er enn óvist.",NLLB 1.3,"Hvat úrslitið verður, verður at síggja.",Llama 3.1 - 8B,"Hvør úrslitið verður, verður at síggja."
"Nevertheless, the Nordic Council of Ministers is proud to be a platform for close co-operation across sectors and borders.",neural_machine_translation,GPTSw3 - 6.7B,"Hóast tað, er Norðurlandaráðið er errin av at vera ein pallur fyri tætt samstarv tvørtur um øki og landamørk.",Claude,Kortini er Norðurlendska Ráðharraráðið stolt av at vera ein pallur fyri tætt samstarv tvørtur um geirar og landamørk.,NLLB 1.3,Kortini er Norðurlendska ráðharraráðið errin av at vera ein pallur fyri tøttum samstarvi tvørtur um sektorar og landamørk.,Llama 3.1 - 8B,"Hóast tað, er Norðurlendska ráðstevnusjúrðin errin av at vera ein platform fyri nær samstarv tvørtur um vinnu og mark."
"We must promote innovation, ensure access to necessary expertise, and develop an AI infrastructure that’s both efficient and sustainable.",neural_machine_translation,GPTSw3 - 6.7B,"Vit mugu fremja nýskapan, tryggja atkomu til neyðugu serfrøðina og menna eina AI-innvørðslu, ið ikki bara er effektiv, men eisini varandi.",Claude,"Vit mugu fremja nýskapan, tryggja atgongd til neyðuga servitan og menna eina KI-undirstøðukervi, sum er bæði munadygt og burðardygt.",NLLB 1.3,"Vit mugu fremja nýskapan, tryggja atgongd til neyðuga serkunnleika, og menna eitt alfrøðiligt undirstøðukervi, sum bæði er effektivt og burðardygt.",Llama 3.1 - 8B,"Vit mugu fremja nýskapan, tryggja atskiljan til neyðugar serkunnleikar og menna eina AI-infrastruktúru, sum bæði er væl skikkað og varandi."
This is an enormous challenge but also a unique opportunity for our region to lead the global AI revolution.,neural_machine_translation,GPTSw3 - 6.7B,"Hetta er ein stór avbjóðing, men eisini ein serstaklig møguleiki fyri okkara øki at leiða heimsins AI-bylting.",Claude,"Hetta er ein ógvusligur avbjóðing, men eisini eitt einastandandi høvi hjá okkara øki at leiða ta altjóða KI-kollveltingina.",NLLB 1.3,"Hetta er ein ómetaliga stór avbjóðing, men eisini ein einastandandi møguleiki hjá okkara øki at standa á odda fyri alheims KT kollveltingini.",Llama 3.1 - 8B,"Hetta er ein ómetaliga stór avbjóðing, men eisini ein einastandi møguleiki fyri okkara øki at leiða alheims AI kollvelting."
"Together, we can shape the future.",neural_machine_translation,GPTSw3 - 6.7B,Saman kunnu vit forma framtíðina.,Claude,Saman kunnu vit mynda framtíðina.,NLLB 1.3,Saman kunnu vit mynda framtíðina.,Llama 3.1 - 8B,Saman kunnu vit mynda framtíðina.
A new Nordic fund will provide financial support for projects and activities that focus on the climate and biodiversity and are run by young people.,neural_machine_translation,GPTSw3 - 6.7B,"Ein nýggjur norðurlendskur grunnur fer at veita fíggjarligan stuðul til verkætlanir og virksemi, sum leggja dent á veðurlag og lívfrøðiligt margfeldi og eru skipaðar av ungum fólki.",Claude,"Ein nýggjur Norðurlendskur grunnur fer at veita fíggjarligan stuðul til verkætlanir og tiltøk, sum leggja dent á veðurlag og lívfrøðiligt margfeldi og verða rikin av ungum fólki.",NLLB 1.3,"Ein nýggjur norðurlendskur grunnur skal veita fíggjarligan stuðul til verkætlanir og virksemi, sum snúgva seg um veðurlag og lívfrøðiligt margfeldi, og sum verða rikin av ungum fólki.",Llama 3.1 - 8B,"Ein nýggjur norðurhjálparfondur veitir fíggjarligan stuðul til verkætlanir og virksemi, sum savna seg um veðurlag og lívfrøðiliga margfeldi og verða stýrd av ungfólki."
The pool was launched today.,neural_machine_translation,GPTSw3 - 6.7B,Vatnið varð sett í í dag.,Claude,Hylurin varð settur í gongd í dag.,NLLB 1.3,Hylurin varð tikin í nýtslu í dag.,Llama 3.1 - 8B,Høvuðsvøllurin varð settur í gongd í dag.
"It was important that the framework was devised along with young people, for them and on their terms.",neural_machine_translation,GPTSw3 - 6.7B,"Tað var týdningarmikið, at rammurnar vóru sniddar saman við ungum fólki, teimum og á teirra máta.",Claude,"Tað var týdningarmikið, at karmurin varð gjørdur saman við ungum fólki, fyri tey og á teirra treytum.",NLLB 1.3,"Tað var týdningarmikið, at karmarnir vórðu lagdir saman við ungum fólki, fyri tey og á teirra treytum.",Llama 3.1 - 8B,"Tað var týdningarmikið, at skilnaðarverkið varð sniðgivið saman við ungfólki, fyri tey og á teirra hátt."
“We are delighted to launch this fund with DUF as our partner.,neural_machine_translation,GPTSw3 - 6.7B,صناعين نتمنى للتعامل على منتصف الدولة والدولة والدولة والدولة والدولة والدولة والدولة والدولة والدولة والدولة والدولة والدولة والدولة والدولة والدولة والدولة والدولة والدولة والدولة والدولة والدولة والدولة والدولة والدولة والدولة والدولة والدولة والدولة والدولة والدولة والدولة والدولة والدولة والدولة والدولة والدولة والدولة والدولة والدولة والدولة والدولة والدولة والدولة والدولة والدولة والدولة والدولة والدولة والدولة والدولة والدولة والدولة والدولة والدولة والدولة والدولة والدولة والدولة والدولة والدولة والدولة والدولة والدولة والدولة والدولة والدولة والدولة والدولة والدول,Claude,Vit eru fegin um at seta henda grunnin í verk saman við DUF sum okkara samstarvsfelaga.,NLLB 1.3,Vit eru fegin um at seta hendan grunnin í verk við DUF sum samstarvsfelaga.,Llama 3.1 - 8B,"""Vit eru glað fyri at lata hendan fýningina av við DUF sum partnara."""
Supporting young people’s commitment to the climate and biodiversity agenda is extremely important.,neural_machine_translation,GPTSw3 - 6.7B,At stuðla ungum fólki stuðla vit upp undir dagsskránna um veðurlag og lívfrøðiligt margfeldi.,Claude,At stuðla undir ungar fólks tilfeingið til veðurlags- og lívfjølbroytnis-ætlanina er sera týdningarmikið.,NLLB 1.3,At stuðla ungdóminum í teirra tilsøgn til veðurlags og lívfrøðilig fjølbroytnis dagsskrá er sera týdningarmikið.,Llama 3.1 - 8B,At stuðla unga fólkum í teirra ágrýtni fyri veðurlags og lívfrøðiligu margfeldi er sera týdningarmikið.
“DUF is pleased to partner with the Nordic Council of Ministers and the Nordic Council on the new Nordic youth fund for the climate and biodiversity.,neural_machine_translation,GPTSw3 - 6.7B,ðja ráðið er fegið um at samstarva við Norðurlandaráðið og Norðurlandaráðið um nýggja norðurlendska ungdómsfígging til veðurlag og lívfrøðiligt margfeldi.,Claude,DUF fegnast um at samstarva við Norðurlandaráðharraráðið og Norðurlandaráðið um nýggja norðurlendska ungdómsgrunnin fyri veðurlag og lívfrøðiligt margfeldi.,NLLB 1.3,DUF fegnast um at samstarva við Norðurlendsku ráðharraráðið og Norðurlandaráðið um nýggja norðurlendsku ungdómsgrunnin til veðurlag og lívfrøðiligt margfeldi.,Llama 3.1 - 8B,“DUF er fegin um at vera partnari hjá norðurlendsku ráðunum og norðurlendsku ráðnum um tað nýggja norðurlendska ungdómsfondin fyri veðurlags og lívfrøðiliga margfeldi.
We have spent the last five years promoting Nordic co-operation and partnerships led by young people.,neural_machine_translation,GPTSw3 - 6.7B,Vit hava seinastu fimm árini arbeitt fyri at styrkja norðiskt samstarv og samstarv millum ung.,Claude,"Vit hava brúkt tey seinastu fimm árini til at fremja norðurlendskt samstarv og felagsskapir, sum ungfólk hava staðið á odda fyri.",NLLB 1.3,"Vit hava brúkt seinastu fimm árini til at fremja norðurlendskt samstarv og samstarv, sum ungfólk leiða.",Llama 3.1 - 8B,"Vit hava nýtt seinastu fimm árini at fremja norðurlendskan samstarv og parlagar, leiðir av ungum fólki."
